,ID,NM_LOCALID,LONG,LAT,ALT,UF_SIGLA,NM_REGIAO,REGIAO_SIGLA,UF
1179,20926,ALTO DA VITÓRIA,-53.2990626404627,-14.2729752928412,393.126349,MT,Centro-Oeste,CO,Mato Grosso
1180,20927,CÓRREGO DA MATA,-53.3238161473713,-14.2475128256317,413.197282,MT,Centro-Oeste,CO,Mato Grosso
1181,20928,JACÚ,-53.2566871236494,-14.2305915191023,379.717385,MT,Centro-Oeste,CO,Mato Grosso
1182,20929,ESTRELA,-53.2224851727104,-14.2923797841482,434.904013,MT,Centro-Oeste,CO,Mato Grosso
1183,20930,PIZZATO,-53.0404381439579,-14.1875148556896,404.008644,MT,Centro-Oeste,CO,Mato Grosso
1184,20931,SÃO PEDRO,-53.0216713234483,-14.2279814413154,406.141491,MT,Centro-Oeste,CO,Mato Grosso
1185,20932,SÃO PAULO,-53.0634521785488,-14.2727690975556,402.151112,MT,Centro-Oeste,CO,Mato Grosso
1186,20934,SERINGAL,-58.1145999488044,-13.6526027601489,560.480061,MT,Centro-Oeste,CO,Mato Grosso
1187,20935,SALTO DA MULHER,-58.1928395722838,-13.8422163415879,563.067503,MT,Centro-Oeste,CO,Mato Grosso
1188,20936,BACAVAL,-58.1930366403181,-13.7016694487394,564.353365,MT,Centro-Oeste,CO,Mato Grosso
1189,20939,SACRE II,-58.1491846305385,-13.2500836474835,460.043113,MT,Centro-Oeste,CO,Mato Grosso
1190,20943,DESTILARIA ALCOMAT,-59.2349230639216,-14.2677629341001,725.092323,MT,Centro-Oeste,CO,Mato Grosso
1191,20946,ALDEIA INDÍGENA CAÇULA,-51.8568206849864,-13.5087547514186,455.040301,MT,Centro-Oeste,CO,Mato Grosso
1192,20947,ALDEIA INDÍGENA ÁGUA-BRANCA,-51.9910880021462,-13.721925339443,296.495809,MT,Centro-Oeste,CO,Mato Grosso
1193,20951,ALDEIA INDÍGENA TANGURO,-51.8895216724712,-13.5165655227629,461.930584,MT,Centro-Oeste,CO,Mato Grosso
1194,20969,ALDEIA INDÍGENA ARARA BEIRADÃO,-59.6012250389787,-9.71452319489427,168.620692,MT,Centro-Oeste,CO,Mato Grosso
1195,20972,ALDEIA INDÍGENA CAMARARE,-59.5632022568468,-13.016527878718,480.428458,MT,Centro-Oeste,CO,Mato Grosso
1196,20973,ALDEIA INDÍGENA BARRACÃO QUEIMADO,-59.7197659933604,-13.482766529402,636.899045,MT,Centro-Oeste,CO,Mato Grosso
1197,20974,ALDEIA INDÍGENA MACACO PRETO,-59.6807206654833,-13.4973321342324,632.0,MT,Centro-Oeste,CO,Mato Grosso
1198,20975,ALDEIA INDÍGENA BARRO VERMELHO,-59.6056746044121,-13.4383906854336,587.234804,MT,Centro-Oeste,CO,Mato Grosso
1199,20976,ALDEIA INDÍGENA DO MILTON,-59.5370056026088,-13.4844474726831,556.969345,MT,Centro-Oeste,CO,Mato Grosso
1200,20977,ALDEIA INDÍGENA SAPEZAL,-59.547560619246,-13.5441078071755,622.922149,MT,Centro-Oeste,CO,Mato Grosso
1201,20978,ALDEIA INDÍGENA PORTO,-59.4452911475682,-13.5884713664351,502.735212,MT,Centro-Oeste,CO,Mato Grosso
1202,20979,ALDEIA INDÍGENA BARRO BRANCO,-59.5079906653928,-13.6195057765007,550.338777,MT,Centro-Oeste,CO,Mato Grosso
1203,20980,ALDEIA INDÍGENA BRANCA,-59.4444987356797,-13.6492243286676,481.446118,MT,Centro-Oeste,CO,Mato Grosso
1204,20981,ALDEIA INDÍGENA JUÍNA,-59.5384255304453,-13.6866085648557,606.835386,MT,Centro-Oeste,CO,Mato Grosso
1205,20983,ALDEIA INDÍGENA MANAIRISU,-60.0127634759591,-13.7696261805218,508.142268,MT,Centro-Oeste,CO,Mato Grosso
1206,20986,ALDEIA INDÍGENA SÃO JOÃO,-60.0003057261911,-12.7272791222388,474.018581,MT,Centro-Oeste,CO,Mato Grosso
1207,20987,ALDEIA INDÍGENA AROEIRA,-59.9552446442921,-12.7173960594872,383.018514,MT,Centro-Oeste,CO,Mato Grosso
1208,20988,ALDEIA INDÍGENA ESPIRRO,-59.9028110014634,-12.7052044773307,366.371954,MT,Centro-Oeste,CO,Mato Grosso
1209,20989,ALDEIA INDÍGENA CAMPOS NOVOS,-59.7960659968091,-12.7162824747325,374.338933,MT,Centro-Oeste,CO,Mato Grosso
1210,20990,ALDEIA INDÍGENA ALAKTESU,-60.0754083204951,-13.1208652548662,567.84443,MT,Centro-Oeste,CO,Mato Grosso
1211,20991,ALDEIA INDÍGENA HAHAINTESU,-59.9828575422116,-13.2128013842959,423.245616,MT,Centro-Oeste,CO,Mato Grosso
1212,20992,ALDEIA INDÍGENA NEGAROTE,-60.0621826904856,-13.2423825364946,353.694449,MT,Centro-Oeste,CO,Mato Grosso
1213,20993,ALDEIA INDÍGENA MAMAINDE,-60.0326482146443,-13.3550766327467,467.211574,MT,Centro-Oeste,CO,Mato Grosso
1214,20994,ALDEIA INDÍGENA WAIKSU,-60.0346531478535,-13.2702959561515,442.510163,MT,Centro-Oeste,CO,Mato Grosso
1215,21002,ALDEIA INDÍGENA NHAMBIQUARA,-59.3937912581814,-14.8055542606694,315.447398,MT,Centro-Oeste,CO,Mato Grosso
1216,21017,ESTAÇÃO PARECIS,-56.9421775106844,-14.1439764364838,478.997816,MT,Centro-Oeste,CO,Mato Grosso
1217,21022,ALDEIA INDÍGENA KUPEKANI KAYABI,-53.4981793393743,-11.4825303355739,280.822149,MT,Centro-Oeste,CO,Mato Grosso
1218,21023,ALDEIA INDÍGENA CHIQUITO KAYABI,-53.5851267939596,-11.5713811356322,303.605127,MT,Centro-Oeste,CO,Mato Grosso
1219,21024,ALDEIA INDÍGENA PREPORI KAYABI,-53.5965946822347,-11.6214393381539,317.015767,MT,Centro-Oeste,CO,Mato Grosso
1220,21025,ALDEIA INDÍGENA TXICÃO,-53.6314811320637,-11.7127723424202,326.145609,MT,Centro-Oeste,CO,Mato Grosso
1221,21026,ALDEIA INDÍGENA PATO MAGRO TRUMAY,-53.6148972366733,-11.8164905716551,311.3081,MT,Centro-Oeste,CO,Mato Grosso
1222,21027,ALDEIA INDÍGENA ESPERANÇA,-53.6004700283797,-11.9177639539937,303.10097,MT,Centro-Oeste,CO,Mato Grosso
1223,21031,ALDEIA INDÍGENA AWETI,-53.544179992862,-12.3952356652767,333.0,MT,Centro-Oeste,CO,Mato Grosso
1224,21032,ALDEIA INDÍGENA WAURA,-53.5308830576469,-12.2413353609937,332.0,MT,Centro-Oeste,CO,Mato Grosso
1225,21033,ALDEIA INDÍGENA CAMAIURA,-53.4705848063592,-12.1496359911632,325.075829,MT,Centro-Oeste,CO,Mato Grosso
1226,21034,POSTO INDÍGENA LEONARDO VILAS BOAS,-53.4005796501615,-12.2024830312706,296.515759,MT,Centro-Oeste,CO,Mato Grosso
1227,21035,ALDEIA INDÍGENA YUALAPITTI,-53.4204060416303,-12.2429943094476,313.508573,MT,Centro-Oeste,CO,Mato Grosso
1228,21036,ALDEIA INDÍGENA MEHINAKU,-53.3394554281914,-12.3105044951964,309.368385,MT,Centro-Oeste,CO,Mato Grosso
1229,21037,ALDEIA INDÍGENA KUIKURU,-53.2529790835183,-12.3964192961591,287.553471,MT,Centro-Oeste,CO,Mato Grosso
1230,21039,ALDEIA INDÍGENA GARÇAS,-53.0612610170818,-15.7037607422001,396.263648,MT,Centro-Oeste,CO,Mato Grosso
1231,21040,ALDEIA INDÍGENA MERURI,-53.0800815936368,-15.5493575307637,409.567353,MT,Centro-Oeste,CO,Mato Grosso
1232,21042,ALDEIA INDÍGENA SANGRADOURO,-53.8522178323679,-15.5436771308999,617.080726,MT,Centro-Oeste,CO,Mato Grosso
1233,21071,ALDEIA INDÍGENA APIAÇA,-57.539348628756,-10.8702260417886,260.22437,MT,Centro-Oeste,CO,Mato Grosso
1234,21073,ALDEIA INDÍGENA CAIABI,-57.5412221359387,-10.9175396690406,231.588193,MT,Centro-Oeste,CO,Mato Grosso
1235,21075,ALDEIA INDÍGENA ALBANO,-58.2779675116184,-10.9695397207015,251.604839,MT,Centro-Oeste,CO,Mato Grosso
1236,21076,ALDEIA INDÍGENA JAPUÍRA,-58.3507369499725,-10.6857382041828,228.749348,MT,Centro-Oeste,CO,Mato Grosso
1237,21079,ALDEIA INDÍGENA ALQUINA,-58.9201421568767,-12.1776901986284,316.267649,MT,Centro-Oeste,CO,Mato Grosso
1238,21080,ALDEIA INDÍGENA CINTA LARGA,-59.2807756065292,-11.2038168864253,421.929845,MT,Centro-Oeste,CO,Mato Grosso
1239,21101,ALDEIA INDÍGENA JURUNA I,-53.2635351569971,-10.8883242410917,271.499416,MT,Centro-Oeste,CO,Mato Grosso
1240,21102,ALDEIA INDÍGENA JURUNA II,-53.3255418276369,-10.946157970626,301.30743,MT,Centro-Oeste,CO,Mato Grosso
1241,21103,ALDEIA INDÍGENA SUIA I,-53.4270763938145,-11.0388533527098,300.740922,MT,Centro-Oeste,CO,Mato Grosso
1242,21104,ALDEIA INDÍGENA SUIA II,-53.5055059938519,-11.0590319157842,293.205873,MT,Centro-Oeste,CO,Mato Grosso
1243,21114,ALDEIA INDÍGENA SANTANA,-55.5279264377523,-14.1398694421756,412.060477,MT,Centro-Oeste,CO,Mato Grosso
1244,21123,TRITOPA,-51.76300381205,-14.1563519894286,243.39528,MT,Centro-Oeste,CO,Mato Grosso
1245,21124,PONTAL,-51.7090359536,-14.1014495461774,233.84329,MT,Centro-Oeste,CO,Mato Grosso
1246,21125,CACHOEIRA,-52.1891144924819,-14.5732642064723,273.007551,MT,Centro-Oeste,CO,Mato Grosso
1247,21126,MUTUM,-52.0193050315386,-14.6086103483427,263.77759,MT,Centro-Oeste,CO,Mato Grosso
1248,21127,DOIS CALHOS,-52.1779638275778,-14.5333021480937,295.505085,MT,Centro-Oeste,CO,Mato Grosso
1249,21128,BURITI,-52.280628042468,-14.5072190170224,299.427218,MT,Centro-Oeste,CO,Mato Grosso
1250,21129,BABAÇU,-52.0841654493715,-14.3165333539442,268.679548,MT,Centro-Oeste,CO,Mato Grosso
1251,21130,ALDEIA INDÍGENA AREÕES II,-51.9006704397501,-14.4881505883283,264.456969,MT,Centro-Oeste,CO,Mato Grosso
1252,21131,ALDEIA INDÍGENA AREÕES I,-52.1109198419322,-14.3819463399236,270.40504,MT,Centro-Oeste,CO,Mato Grosso
1253,21132,ALDEIA INDÍGENA BOA ESPERANÇA,-51.8848618545766,-14.1597275910383,253.897995,MT,Centro-Oeste,CO,Mato Grosso
1254,21133,ALDEIA INDÍGENA PEDRA BRANCA,-52.0153991827709,-14.6036834039254,262.698171,MT,Centro-Oeste,CO,Mato Grosso
1255,21134,ALDEIA INDÍGENA PEDZIBA,-51.9978810491718,-14.5856349273852,264.735581,MT,Centro-Oeste,CO,Mato Grosso
1256,21135,ALDEIA INDÍGENA MAEREIÁ,-51.9842891917433,-14.2271588973921,247.302532,MT,Centro-Oeste,CO,Mato Grosso
1257,21136,ALDEIA INDÍGENA PIQUI,-52.1620343873919,-14.5147165433489,302.11718,MT,Centro-Oeste,CO,Mato Grosso
1258,21137,ALDEIA INDÍGENA CRISTALINA,-51.9382679745142,-14.5484199101836,257.567364,MT,Centro-Oeste,CO,Mato Grosso
1259,21138,ALDEIA INDÍGENA SANTANA,-51.8805560146449,-14.502120032564,248.215128,MT,Centro-Oeste,CO,Mato Grosso
1260,21139,ALDEIA INDÍGENA SANTA TEREZINHA,-52.24400545182,-14.4270614927875,314.470103,MT,Centro-Oeste,CO,Mato Grosso
1261,21140,ALDEIA INDÍGENA LAGOA GRANDE,-52.144049361854,-14.4024764032011,274.968166,MT,Centro-Oeste,CO,Mato Grosso
1262,21141,ALDEIA INDÍGENA UBAIRERÉ,-52.119895495858,-14.3201669238021,265.77721,MT,Centro-Oeste,CO,Mato Grosso
1263,21143,ALDEIA INDÍGENA ALANTESU,-59.8272617429756,-14.1894370357145,274.925297,MT,Centro-Oeste,CO,Mato Grosso
1264,21144,ALDEIA INDÍGENA WASUSU,-59.6305165682963,-14.1525716966206,250.792767,MT,Centro-Oeste,CO,Mato Grosso
1265,21169,ALDEIA INDÍGENA VOLTA GRANDE,-53.8465183138989,-15.1811916832056,555.0,MT,Centro-Oeste,CO,Mato Grosso
1266,21172,ALDEIA INDÍGENA CABECEIRA DO AZUL,-54.4875008563193,-14.2928314558086,477.793495,MT,Centro-Oeste,CO,Mato Grosso
1267,21173,ALDEIA INDÍGENA SIMÕES LOPES,-54.6836296720639,-14.3145172699956,425.271313,MT,Centro-Oeste,CO,Mato Grosso
1268,21174,ALDEIA INDÍGENA PACHOLA,-54.7427546753523,-14.3034105624973,417.629623,MT,Centro-Oeste,CO,Mato Grosso
1269,21175,ALDEIA INDÍGENA KAYARAVALE,-54.7636618620719,-14.2993633667565,399.60562,MT,Centro-Oeste,CO,Mato Grosso
1270,21176,ALDEIA INDÍGENA RETIRO,-54.7934404248716,-14.2752771098124,408.667214,MT,Centro-Oeste,CO,Mato Grosso
1271,21185,ALDEIA INDÍGENA JARINA,-53.1097591464683,-10.1036242336379,279.598015,MT,Centro-Oeste,CO,Mato Grosso
1272,21186,ALDEIA INDÍGENA PIUM,-53.0461908510192,-10.1692776169609,284.931887,MT,Centro-Oeste,CO,Mato Grosso
1273,21187,ALDEIA INDÍGENA KREN-AKORE,-53.1254884143663,-10.6211100354805,297.446037,MT,Centro-Oeste,CO,Mato Grosso
1274,21190,ALDEIA INDÍGENA SAWAPA,-54.7106050991823,-14.3545935708391,421.257391,MT,Centro-Oeste,CO,Mato Grosso
1275,21213,ALDEIA INDÍGENA SANGRADOURO,-53.907072424695,-15.4425858422057,603.123815,MT,Centro-Oeste,CO,Mato Grosso
1276,21214,ALDEIA DOM BOSCO,-53.8715294213197,-15.277643000626,531.150896,MT,Centro-Oeste,CO,Mato Grosso
1277,21221,ALDEIA INDÍGENA NAFURUA,-53.2090908290349,-12.1779942882331,318.630482,MT,Centro-Oeste,CO,Mato Grosso
1278,21222,ALDEIA INDÍGENA PIAUI-CAIABI,-53.4923504249478,-11.5982984649327,313.145341,MT,Centro-Oeste,CO,Mato Grosso
1279,21223,ALDEIA INDÍGENA MACIA-CAIABI,-53.4293715246252,-11.532463359618,306.786872,MT,Centro-Oeste,CO,Mato Grosso
1280,21224,ALDEIA INDÍGENA TUIM-CAIABI,-53.37253590505,-11.4585012646195,318.763574,MT,Centro-Oeste,CO,Mato Grosso
1281,21225,ALDEIA INDÍGENA MANOEL,-53.3316723490242,-11.411520409629,312.988511,MT,Centro-Oeste,CO,Mato Grosso
1282,21226,ALDEIA INDÍGENA SUIA NOVO,-53.2680096348247,-11.3372909737367,314.291055,MT,Centro-Oeste,CO,Mato Grosso
1283,21227,ALDEIA INDÍGENA TANGURO,-52.9104705791146,-12.5444377725399,327.510533,MT,Centro-Oeste,CO,Mato Grosso
1284,21236,ALDEIA INDÍGENA PIMENTEL BARBOSA,-51.6811201208176,-13.3253350325107,274.138558,MT,Centro-Oeste,CO,Mato Grosso
1285,21254,ALDEIA INDÍGENA ZORO I,-61.0179897891555,-10.5898613467639,159.581342,MT,Centro-Oeste,CO,Mato Grosso
1286,21255,ALDEIA INDÍGENA ZORO II,-61.0111042603938,-10.6917412160376,190.572954,MT,Centro-Oeste,CO,Mato Grosso
1287,21260,ALDEIA INDÍGENA POBORERAIDEU,-54.4186860682104,-16.5608011236269,242.996086,MT,Centro-Oeste,CO,Mato Grosso
1288,21261,ALDEIA INDÍGENA POBORE,-54.5442584967667,-16.4913154791845,264.098665,MT,Centro-Oeste,CO,Mato Grosso
1289,21276,ALDEIA INDÍGENA TEREZA CRISTINA,-55.2113072373974,-16.5985468639405,180.66182,MT,Centro-Oeste,CO,Mato Grosso
1290,21280,ALDEIA INDÍGENA SUIA,-53.2297784145137,-11.2147902243004,305.681885,MT,Centro-Oeste,CO,Mato Grosso
1291,21282,ALDEIA INDÍGENA CAPIXARA,-53.2730848363112,-11.0531050132281,288.910509,MT,Centro-Oeste,CO,Mato Grosso
1292,21283,ALDEIA INDÍGENA KUNI-CAIABI,-53.2801799123271,-11.0297476447262,306.037928,MT,Centro-Oeste,CO,Mato Grosso
1293,21284,ALDEIA INDÍGENA PATE-CAIABI,-53.2943511866194,-11.0198268706458,290.985779,MT,Centro-Oeste,CO,Mato Grosso
1294,21289,ALDEIA INDÍGENA BURACÃO,-58.4854619897429,-13.0883102649624,397.663163,MT,Centro-Oeste,CO,Mato Grosso
1295,21290,ALDEIA INDÍGENA NHAMBIQUARA,-58.4771604503099,-13.0604414638554,396.345083,MT,Centro-Oeste,CO,Mato Grosso
1296,21305,ALDEIA INDÍGENA ILHOCE,-58.5566797212616,-14.4722397036872,654.989221,MT,Centro-Oeste,CO,Mato Grosso
1297,21306,ALDEIA INDÍGENA CABECEIRA DO PAPAGAIO,-58.8280020245997,-14.4556164181157,669.082647,MT,Centro-Oeste,CO,Mato Grosso
1298,21307,ALDEIA INDÍGENA CABECEIRA DO OSSO,-58.8213137737786,-14.2491546392898,645.860969,MT,Centro-Oeste,CO,Mato Grosso
1299,21308,ALDEIA INDÍGENA SACRE I,-58.4996094099229,-14.2885701083153,606.088588,MT,Centro-Oeste,CO,Mato Grosso
1300,21309,ALDEIA INDÍGENA ÁFRICA,-58.2958706657072,-14.3666581528761,623.566576,MT,Centro-Oeste,CO,Mato Grosso
1301,21310,ALDEIA INDÍGENA KOTITICO,-58.2414473269875,-14.3442436281639,579.068345,MT,Centro-Oeste,CO,Mato Grosso
1302,21311,ALDEIA INDÍGENA RIO VERDE,-58.2447652710698,-14.3785509535739,607.241427,MT,Centro-Oeste,CO,Mato Grosso
1303,21312,ALDEIA INDÍGENA QUEIMADA,-58.1429774307532,-14.4390451555354,558.560848,MT,Centro-Oeste,CO,Mato Grosso
1304,21313,ALDEIA INDÍGENA FORMOSO,-58.0514539386888,-14.6099501327397,333.993117,MT,Centro-Oeste,CO,Mato Grosso
1305,21314,ALDEIA INDIGENA ESTIVADINHO,-58.6552453912896,-14.5894027325298,657.367243,MT,Centro-Oeste,CO,Mato Grosso
1306,21315,ALDEIA INDIGENA TATU BOLA,-58.4863213448074,-14.4119306599547,637.794897,MT,Centro-Oeste,CO,Mato Grosso
1307,21316,ALDEIA INDIGENA BATIZAR,-58.4575498708436,-14.3933617631693,678.847853,MT,Centro-Oeste,CO,Mato Grosso
1308,21317,ALDEIA INDIGENA AGUA SUGAR,-58.9287840134723,-14.535444302828,679.909386,MT,Centro-Oeste,CO,Mato Grosso
1309,21318,ALDEIA INDIGENA PAPAGAIO I,-58.8739470652045,-14.5504236818132,737.442308,MT,Centro-Oeste,CO,Mato Grosso
1310,21319,ALDEIA INDIGENA 2 CACHOEIRAS,-58.6888421623362,-14.1899326996669,596.814357,MT,Centro-Oeste,CO,Mato Grosso
1311,21320,ALDEIA INDIGENA BURITI,-58.7628373047102,-14.0343349572909,611.108562,MT,Centro-Oeste,CO,Mato Grosso
1312,21321,ALDEIA INDIGENA NOVA ESPERANÇA,-58.774148824175,-14.068947662246,584.375072,MT,Centro-Oeste,CO,Mato Grosso
1313,21322,ALDEIA INDIGENA CABECEIRA DO BURITI,-58.8418383478461,-14.1436874718077,649.280975,MT,Centro-Oeste,CO,Mato Grosso
1314,21406,ALDEIA INDÍGENA TI KARAJÁ DE ARUANÃ I,-51.0825814089741,-14.9165314532431,251.878583,GO,Centro-Oeste,CO,Goiás
1315,21407,ALDEIA INDÍGENA TI KARAJÁ DE ARUANÃ III,-51.0832097515202,-14.8733080612795,255.17364,GO,Centro-Oeste,CO,Goiás
1316,21482,ALDEIA INDÍGENA TI AVÁ-CANOEIRO,-48.2611445740348,-13.8957096558836,695.6689,GO,Centro-Oeste,CO,Goiás
1317,21647,ALDEIA INDÍGENA TI AVÁ-CANOEIRO,-48.2443286230565,-13.7868878991409,547.762531,GO,Centro-Oeste,CO,Goiás
